数据文件：traffic.data
分析周期：10 s


>>>>> 时间段：2018-07-10 02:52:22 --> 2018-07-10 02:52:32
----------------------
UDP数据包个数：	342
UDP数据流量：	9841 bytes
----------------------
TCP连接个数：	37
TCP数据包个数：	1224
TCP数据总流量：	429858 bytes
TCP数据上传量：	80035 bytes
TCP数据下载量：	349823 bytes
-----------------------
117.122.217.19	443	==>	10.164.1.138	56848	上传包数量：2	下载包数量：0	upload：64 bytes	download：0 bytes	
117.122.217.19	443	==>	10.164.1.138	56850	上传包数量：2	下载包数量：0	upload：64 bytes	download：0 bytes	
112.34.111.26	443	==>	10.164.1.138	53846	上传包数量：8	下载包数量：5	upload：254 bytes	download：124 bytes	
23.15.155.27	80	==>	10.164.1.138	53500	上传包数量：2	下载包数量：0	upload：64 bytes	download：0 bytes	
10.164.1.138	50296	==>	121.194.7.6	443	上传包数量：6	下载包数量：6	upload：380 bytes	download：358 bytes	
10.164.1.138	55180	==>	58.27.86.10	80	上传包数量：10	下载包数量：8	upload：576 bytes	download：1432 bytes	
10.164.1.138	55182	==>	58.27.86.10	80	上传包数量：9	下载包数量：8	upload：556 bytes	download：1440 bytes	
47.95.47.253	443	==>	10.164.1.138	41650	上传包数量：1	下载包数量：1	upload：636 bytes	download：20 bytes	
10.164.1.138	59858	==>	223.111.101.228	443	上传包数量：9	下载包数量：9	upload：790 bytes	download：698 bytes	
183.213.20.235	443	==>	10.164.1.138	52272	上传包数量：2	下载包数量：4	upload：132 bytes	download：196 bytes	
183.232.231.200	443	==>	10.164.1.138	34388	上传包数量：1	下载包数量：0	upload：20 bytes	download：0 bytes	
10.164.1.138	34386	==>	183.232.231.200	443	上传包数量：1	下载包数量：0	upload：20 bytes	download：0 bytes	
111.13.101.191	443	==>	10.164.1.138	59546	上传包数量：18	下载包数量：15	upload：1330 bytes	download：3697 bytes	
10.164.1.138	59554	==>	111.13.101.191	443	上传包数量：10	下载包数量：2	upload：2845 bytes	download：80 bytes	
10.164.1.138	59552	==>	111.13.101.191	443	上传包数量：10	下载包数量：2	upload：2845 bytes	download：80 bytes	
10.164.1.138	60830	==>	123.206.5.173	443	上传包数量：6	下载包数量：4	upload：418 bytes	download：388 bytes	
10.164.1.138	54206	==>	220.195.22.129	443	上传包数量：10	下载包数量：11	upload：592 bytes	download：732 bytes	
111.47.214.131	443	==>	10.164.1.138	43216	上传包数量：3	下载包数量：3	upload：154 bytes	download：188 bytes	
111.47.214.136	443	==>	10.164.1.138	59918	上传包数量：3	下载包数量：3	upload：154 bytes	download：188 bytes	
10.164.1.138	59896	==>	111.47.214.136	443	上传包数量：5	下载包数量：5	upload：337 bytes	download：460 bytes	
10.164.1.138	56848	==>	117.122.217.19	443	上传包数量：6	下载包数量：2	upload：213 bytes	download：40 bytes	
10.164.1.138	56850	==>	117.122.217.19	443	上传包数量：6	下载包数量：2	upload：213 bytes	download：40 bytes	


>>>>> 时间段：2018-07-10 02:53:02 --> 2018-07-10 02:53:12
----------------------
UDP数据包个数：	426
UDP数据流量：	13067 bytes
----------------------
TCP连接个数：	34
TCP数据包个数：	518
TCP数据总流量：	67204 bytes
TCP数据上传量：	53189 bytes
TCP数据下载量：	14015 bytes
-----------------------
10.164.1.138	54336	==>	101.201.173.115	443	上传包数量：8	下载包数量：4	upload：2301 bytes	download：3293 bytes	
222.22.29.95	443	==>	10.164.1.138	35206	上传包数量：57	下载包数量：64	upload：27906 bytes	download：2830 bytes	
10.164.1.138	55026	==>	111.48.60.48	443	上传包数量：2	下载包数量：2	upload：40 bytes	download：40 bytes	
10.164.1.138	55052	==>	111.48.60.48	443	上传包数量：3	下载包数量：3	upload：60 bytes	download：60 bytes	
10.164.1.138	55034	==>	111.48.60.48	443	上传包数量：3	下载包数量：3	upload：60 bytes	download：60 bytes	
10.164.1.138	55040	==>	111.48.60.48	443	上传包数量：2	下载包数量：4	upload：40 bytes	download：80 bytes	
10.164.1.138	55054	==>	111.48.60.48	443	上传包数量：3	下载包数量：3	upload：60 bytes	download：60 bytes	
10.164.1.138	39350	==>	222.199.191.49	443	上传包数量：6	下载包数量：5	upload：727 bytes	download：276 bytes	
10.164.1.138	39348	==>	222.199.191.49	443	上传包数量：8	下载包数量：11	upload：1185 bytes	download：856 bytes	
140.143.49.61	443	==>	10.164.1.138	56176	上传包数量：9	下载包数量：8	upload：434 bytes	download：288 bytes	
